-0.020977	-0.095818	-0.304306	-0.150938	0.063547	-0.477115	0.108871	-0.13589	0.098745	0.16047	0.073094	-0.098375	-0.202119	0.078803	0.095338	0.222858	-0.122061	0.713474	-0.247483	0.09038	-0.174408	0.250744	0.176041	-0.078543	0.113328	-0.107559	-0.239335	0.072229	0.229221	0.129195	0.218484	-0.224118	0.158145	0.122711	-0.231184	-0.172201	-0.057195	-0.04996	0.111085	0.050157	-0.106535	-0.107722	0.125115	0.11648	0.177706	-0.202871	-0.157588	0.128186	-0.335623	0.231443	-0.143148	0.133992	0.145874	0.193543	-0.109918	-0.074858	-0.186917	-0.156006	0.064993	0.109062	0.184952	0.304949	-0.123045	0.086303	-0.225772	0.162759	0.122041	-0.122267	0.161278	0.160212	0.310009	0.124849	0.085515	-0.108493	0.145579	0.02684	0.192878	0.300478	0.154911	-0.089892	-0.061396	0.157402	-0.446486	0.153679	-0.180236	0.203396	0.073686	-0.090321	0.230604	0.525693	0.178124	0.164007	-0.321747	-0.135392	-0.188344	0.155029	-0.077581	0.048026	0.03646	0.106826
0.037149	-0.433375	-0.177252	0.215914	0.10466	-0.019248	-0.122777	0.136575	-0.148348	0.279203	0.104872	-0.059616	0.031068	-0.028819	-0.003622	-0.256775	0.272305	-0.037644	0.07741	0.075739	-0.238283	-0.16414	-0.077209	-0.017215	0.200199	-0.073171	-0.406138	-0.011972	0.09492	-0.076231	0.287409	-0.176572	-0.285625	-0.198272	0.282593	0.351483	0.195546	-0.180017	-0.093194	-0.31951	-0.224623	-0.138068	0.289825	0.206228	0.233601	-0.156255	0.295566	-0.037464	-0.055732	-0.084794	0.3734	0.276153	-0.268499	0.111811	0.120382	0.24595	0.276712	0.335159	-0.028461	0.07207	0.293394	0.243868	0.060558	0.22089	-0.05685	-0.245247	0.074528	0.032758	-0.019909	0.17452	0.217228	0.053656	-0.226348	-0.119941	-0.033081	0.316692	0.024472	-0.302243	-0.047161	-0.084961	-0.108547	0.022721	-0.036438	0.102393	-0.474745	0.22153	-0.288142	0.186142	-0.275677	0.101843	-0.275656	-0.326508	-0.125718	0.099027	-0.110524	-0.019937	-0.486255	0.057869	0.087659	0.210881
-0.026817	0.098933	-0.199593	0.066854	-0.0137	0.035682	-0.026389	-0.103452	0.119381	0.116172	-0.032326	0.054318	-0.099338	0.018155	-0.019398	-0.05429	-0.053933	0.099676	-0.14827	-0.012093	-0.091421	0.047689	-0.089499	0.110096	-0.035734	0.045799	-0.100482	0.073115	-0.014619	0.04924	-0.003575	-0.094281	0.14863	-0.024046	-0.043004	-0.079691	0.082579	0.159532	0.034618	-0.047314	-0.029409	-0.051542	0.153164	0.063762	0.024186	-0.125367	-0.187568	-0.018177	0.152262	0.042219	0.105444	-0.044962	0.076744	-0.070922	0.065066	0.077854	0.033638	0.066098	-0.098676	-0.023813	0.208262	-0.019003	-0.004137	-0.038951	0.016966	-0.098085	0.008989	-0.03887	-0.306235	0.068599	0.023977	-0.017066	-0.024806	-0.03374	0.040145	-0.020934	0.010261	-0.179887	-0.054313	-0.070625	0.030279	0.122568	-0.004716	0.021559	-0.055683	0.101261	0.090593	0.086236	-0.122237	-0.029841	-0.008787	0.054775	-0.152532	-0.136371	-0.066892	-0.161703	-0.011607	-0.106375	-0.12005	-0.019515
0.240071	0.059918	0.17129	-0.172238	-0.273393	-0.263223	0.109403	0.167321	0.164199	-0.118183	-0.311626	0.08607	0.103296	-0.184264	0.16946	-0.167338	0.233285	-0.085559	0.100939	0.022884	-0.220563	0.04812	0.111008	-0.058814	-0.167121	0.173225	0.465428	-0.168564	-0.189966	-0.199157	-0.128791	-0.268254	-0.168732	0.057481	-0.418275	0.161717	0.312282	0.3038	0.319817	-0.049151	-0.312167	0.14542	0.092868	-0.008686	0.320017	-0.096691	0.049687	-0.231187	-0.050334	0.101526	-0.123658	0.182977	0.462746	-0.161707	0.040908	0.195855	-0.103282	-0.233564	-0.072828	0.10603	-0.124783	0.177607	-0.152684	-0.388532	-0.091119	-0.157138	0.145978	0.077866	-0.182552	-0.140947	-0.144112	0.165495	0.33292	-0.116331	0.207005	0.246984	-0.335286	-0.088393	-0.209946	0.039368	-0.024451	0.140201	-0.185641	-0.344571	-0.148235	0.13585	0.242311	-0.192456	-0.134752	-0.303672	-0.15468	-0.087501	-0.307874	0.095037	-0.231964	0.18248	0.172808	-0.200996	-0.179381	0.072152
0.360219	0.160919	-0.203813	0.0427	-0.117366	-0.137748	-0.117749	-0.174158	0.251754	0.222802	-0.138086	-0.133224	-0.146771	0.166071	-0.128145	0.186993	-0.231461	-0.160644	-0.101	-0.082153	-0.559222	0.145359	0.082604	0.127311	-0.098674	-0.123332	-0.634784	0.411785	0.133432	-0.138644	-0.145019	0.191037	0.065101	-0.117583	-0.194258	-0.120457	-0.19652	0.100379	-0.233125	-0.137845	-0.155159	0.034082	-0.217956	0.312681	0.440948	-0.206086	0.142314	-0.366449	-0.277466	0.511022	0.033274	0.27391	-0.042835	-0.293633	0.138724	0.079737	-0.189506	-0.178437	-0.15363	-0.313337	0.343988	-0.309978	-0.213643	0.091416	0.118102	0.144595	-0.171853	0.131079	0.08965	-0.086169	-0.048644	0.101533	-0.139063	0.186808	-0.289633	0.066178	-0.337549	-0.222285	0.160004	0.156513	-0.132559	-0.130739	0.165047	0.075732	-0.092001	-0.069481	-0.237543	0.094172	0.126861	0.115419	-0.099543	0.228072	-0.130967	-0.153594	-0.132554	-0.335625	-0.235334	-0.15726	-0.100528	-0.134848
-0.195934	-0.092279	0.406149	0.039764	-0.140589	0.10215	0.372418	0.164695	0.195323	0.246163	-0.139016	-0.093686	-0.059716	-0.385445	-0.010974	0.033652	0.131698	0.056805	-0.127311	-0.063887	-0.105144	0.091119	0.338506	0.31986	-0.051223	-0.027546	0.330061	-0.52741	0.184203	-0.403557	0.144307	-0.235826	0.192959	-0.014145	0.054935	-0.202161	0.027823	-0.209951	0.208772	-0.202286	0.012262	0.005475	0.120006	-0.152589	0.365527	0.058108	0.070676	-0.139324	0.004427	0.296364	0.050271	-0.216792	0.140798	-0.168809	-0.19765	-0.318538	0.179095	0.072826	-0.248566	0.130858	-0.009265	0.021271	0.248478	0.083102	-0.129766	-0.126022	0.102633	0.203977	0.096961	0.185876	-0.142294	-0.226516	-0.141025	-0.045536	-0.118696	-0.274099	0.193093	-0.23946	0.132645	0.188486	-0.031916	-0.137944	-0.160072	-0.21281	0.212111	0.177412	-0.130418	-0.1371	-0.229251	-0.112363	0.075775	-0.097024	0.195553	-0.31359	-0.020328	-0.196239	0.044627	-0.230712	-0.261397	0.02784
0.044241	0.322383	-0.276164	-0.060758	-0.489626	-0.406454	-0.171743	0.103399	0.027748	0.54761	0.017676	0.007902	-0.101514	0.471855	0.024073	0.02771	-0.736124	0.049374	-0.384249	-0.205364	-0.228286	-0.091743	0.254435	0.170874	-0.548162	-0.138635	0.069891	-0.029717	-0.185269	0.031714	0.012821	-0.030778	0.010953	-0.147779	-0.203989	0.036692	0.168608	-0.056441	-0.389244	-0.439985	-0.031452	0.07817	-0.252971	0.064457	-0.029772	-0.122907	-0.323939	-0.351692	0.0071	0.521476	-0.102035	-0.034727	0.041028	-0.180839	-0.17519	-0.297806	-0.019888	0.275133	-0.394954	0.21946	0.549268	-0.127729	-0.339579	0.28585	-0.026823	0.436868	-0.391434	-0.082286	-0.4332	-0.308609	0.057723	-0.088933	0.001825	0.303821	-0.001356	0.223409	-0.18067	-0.114522	0.3224	-0.050566	-0.359753	0.006404	0.274708	-0.199034	-0.075612	-0.02803	0.065774	0.062805	-0.069429	0.391255	0.048375	0.03941	0.178274	-0.157505	-0.044319	0.207475	0.246774	-0.181785	0.440195	0.430005
0.119936	-0.220232	0.251871	-0.264798	0.19739	0.157406	0.087548	0.126881	0.158968	0.17199	0.007514	0.247199	-0.220339	-0.113646	-0.305779	-0.180374	-0.202449	0.171748	0.126982	-0.058706	-0.127099	0.142085	0.236288	0.145672	-0.125012	-0.117266	-0.367001	-0.104975	0.070381	-0.093616	-0.070129	-0.087715	-0.14187	-0.152763	0.212008	-0.148333	-0.156293	0.286477	-0.160843	-0.225907	-0.185499	-0.178268	-0.295337	0.212777	-0.081128	-0.111218	-0.28104	0.199523	-0.214545	0.180433	-0.185735	0.108489	0.179701	0.238058	-0.062616	-0.053022	-0.307609	0.14723	-0.332477	-0.083076	0.294962	0.149715	0.112022	0.065534	0.111305	0.172961	-0.095285	-0.152472	-0.219772	-0.196205	-0.133157	0.229407	-0.140255	0.334056	0.18478	-0.147093	0.125366	0.224573	0.184599	-0.129756	-0.083943	-0.184537	-0.0827	0.146187	0.277278	0.133331	-0.158225	0.147708	-0.148671	0.204071	-0.061741	-0.133219	-0.141383	-0.264813	-0.222398	-0.20211	-0.076857	-0.134822	0.055495	0.09846
0.270868	-0.199705	0.232542	-0.104773	-0.057252	-0.175486	-0.16008	0.193564	-0.2092	0.115159	0.196501	0.185314	0.145153	0.217761	-0.146001	-0.216337	-0.145784	0.134901	-0.15758	-0.158339	-0.172518	0.292521	0.152118	-0.097846	0.103245	0.167805	-0.334474	-0.197202	0.109972	-0.211283	0.267747	0.077364	0.083609	0.163349	0.064377	0.109814	0.088271	-0.190284	-0.120608	-0.165816	0.266035	-0.203124	-0.139707	-0.097875	-0.099479	-0.109839	-0.114484	0.206555	-0.263061	0.068771	0.148997	-0.227378	0.16675	0.172026	0.175755	-0.126928	-0.098937	-0.232251	0.118171	0.168936	0.066505	0.168457	-0.187519	0.161205	0.162991	-0.100394	0.057264	0.190273	0.308059	-0.202587	0.211718	-0.166019	0.208236	0.224055	-0.090716	0.14195	-0.097688	0.198282	-0.16124	0.073263	0.096305	0.139788	0.184283	0.103093	0.229513	0.081632	0.136139	-0.274653	0.083077	0.244592	0.238031	0.060594	-0.292392	0.311705	-0.213368	0.214558	0.121475	-0.233915	0.117254	0.059095
0.331275	0.07435	0.263231	0.224938	-0.346605	-0.352562	0.130465	-0.236269	0.229556	-0.040965	-0.353344	-0.119974	0.076992	-0.102358	0.101439	-0.205016	0.09787	0.125018	-0.311065	0.163074	0.18152	0.257212	0.075441	0.10665	-0.323148	0.215666	0.348611	-0.057911	0.16698	-0.069455	-0.126829	-0.271637	0.126058	0.112455	0.065436	0.053673	0.190837	0.420522	-0.107263	0.139835	0.134623	0.111891	0.209828	0.189252	-0.081847	0.050519	0.133351	-0.12934	0.183145	0.148515	0.32119	0.292966	0.096673	-0.089611	-0.223897	-0.072342	-0.207201	-0.072349	0.081873	-0.183114	0.187293	-0.084067	-0.083303	-0.070377	0.212145	-0.130478	-0.151996	0.275791	0.089759	-0.252461	-0.317365	-0.056764	0.192667	-0.07387	0.266392	0.150602	-0.129176	-0.102759	-0.086962	0.177948	-0.167163	-0.146873	-0.18879	-0.173459	-0.130015	0.176604	0.318949	-0.091655	-0.153989	-0.186575	0.132503	0.007927	-0.216303	0.14316	0.218541	0.141382	-0.088866	0.106321	-0.097295	0.103528
